Filopodia Name,Filopodia ID,Bulbous,Bulbous (%),Start Time Step,End Time Step,Life Time [min],Length (mean) [mum],Length (std) [mum],Final Length [mum],Total Events,Total Speed (mean)[mum],Total Speed (std)[mum],Filter = 0.10,Filtered Total Events,Filtered Total Speed (mean)[mum],Filtered Total Speed (std) [mum],Filtered Extension Events,Filtered Extension Speed (mean) [mum],Filtered Extension Speed (std) [mum],Filtered Retraction Events,Filtered Retraction Speed (mean) [mum],Filtered Retraction Speed (std)[mum],Static,Static (%)
F_0014,18,0,0,20,31,12,1.1482909,0.36767891,0.74577135,13,0.34647146,0.39365253,0.1,7,0.612095,0.36647961,3,0.74033135,0.4114722,4,0.51591772,0.36991048,6,0.46153846
F_0015,19,0,0,0,59,60,2.0096645,0.71100748,1.985167,59,0.29779446,0.24663444,0.1,44,0.37692243,0.2379881,23,0.35206687,0.16708679,21,0.40414524,0.29897895,15,0.25423729
F_0016,20,0,0,51,51,1,0.52295625,0,0.52295625,2,0.52295625,0,0.1,2,0.52295625,0,1,0.52295625,0,1,0.52295625,0,0,0
F_0017,21,0,0,41,58,18,1.281841,0.31004855,1.0895752,19,0.29280147,0.35195583,0.1,8,0.66297227,0.23804636,4,0.66435081,0.22849126,4,0.66159379,0.24724016,11,0.57894737
F_0018,22,0,0,19,29,11,1.3134454,0.34550688,0.92069453,12,0.40243867,0.55291456,0.1,8,0.58630192,0.59729874,2,1.1397586,0.85226673,6,0.40181634,0.8012411,4,0.33333334
F_0019,23,0,0,32,42,11,0.96601832,0.25380576,1.3468019,12,0.33162257,0.35268515,0.1,8,0.46381497,0.36588007,5,0.36175904,0.1799949,3,0.63390821,0.57511687,4,0.33333334
F_0020,24,0,0,52,52,1,1.4296877,0,1.4296877,2,1.4296877,0,0.1,2,1.4296877,0,1,1.4296877,0,1,1.4296877,0,0,0
F_0021,25,0,0,34,34,1,0.69417274,0,0.69417274,2,0.69417274,0,0.1,2,0.69417274,0,1,0.69417274,0,1,0.69417274,0,0,0
F_0022,26,0,0,35,35,1,0.7157346,0,0.7157346,2,0.7157346,0,0.1,2,0.7157346,0,1,0.7157346,0,1,0.7157346,0,0,0
F_0023,27,0,0,32,47,16,1.5371273,0.43585658,1.8114885,17,0.44961742,0.44270122,0.1,14,0.53474653,0.44363567,7,0.53464514,0.30489367,7,0.53484803,0.54832935,3,0.17647059
F_0024,28,0,0,12,26,15,1.1445595,0.33136043,0.9556067,16,0.44867873,0.43685514,0.1,13,0.54370749,0.43176967,6,0.59773678,0.39911085,7,0.49739677,0.46379456,3,0.1875
F_0025,29,0,0,21,59,39,2.0713277,0.35553452,1.5404114,39,0.30862325,0.37354809,0.1,21,0.55310756,0.35947812,11,0.59304291,0.44470662,10,0.50917864,0.23912397,18,0.46153846
F_0026,30,0,0,46,52,7,1.2736372,0.24320962,1.0104659,8,0.50252873,0.50002652,0.1,5,0.77805465,0.44384956,2,0.97748631,0.55653518,3,0.64510018,0.43374884,3,375
F_0027,31,0,0,20,20,1,1.2657847,0,1.2657847,2,1.2657847,0,0.1,2,1.2657847,0,1,1.2657847,0,1,1.2657847,0,0,0
F_0028,32,0,0,20,20,1,0.82902855,0,0.82902855,2,0.82902855,0,0.1,2,0.82902855,0,1,0.82902855,0,1,0.82902855,0,0,0
F_0029,33,0,0,35,35,1,0.68152291,0,0.68152291,2,0.68152291,0,0.1,2,0.68152291,0,1,0.68152291,0,1,0.68152291,0,0,0
F_0030,34,0,0,20,20,1,1.0766743,0,1.0766743,2,1.0766743,0,0.1,2,1.0766743,0,1,1.0766743,0,1,1.0766743,0,0,0
F_0031,35,0,0,15,23,9,1.4555247,0.31156728,0.87649399,10,0.39704007,0.35607547,0.1,8,0.48297083,0.34850454,4,0.48824552,0.43570152,4,0.47769612,0.23050095,2,0.2
F_0032,36,0,0,17,17,1,0.55901575,0,0.55901575,2,0.55901575,0,0.1,2,0.55901575,0,1,0.55901575,0,1,0.55901575,0,0,0
F_0033,37,0,0,48,49,2,0.44329625,0.088512123,0.35478413,3,0.35453892,0.14484012,0.1,3,0.35453892,0.14484012,1,0.53180838,0,2,0.26590419,0.28036526,0,0
F_0034,38,0,0,49,49,1,0.46637622,0,0.46637622,2,0.46637622,0,0.1,2,0.46637622,0,1,0.46637622,0,1,0.46637622,0,0,0
F_0035,39,0,0,15,17,3,1.1509781,0.13664062,1.2953736,4,0.64768678,0.49919042,0.1,4,0.64768678,0.49919042,3,0.43179119,0.38185224,1,1.2953736,0.86358237,0,0
F_0036,40,0,0,18,18,1,0.98760331,0,0.98760331,2,0.98760331,0,0.1,2,0.98760331,0,1,0.98760331,0,1,0.98760331,0,0,0
F_0037,41,0,0,49,52,4,0.54937619,0.18982202,0.66237277,5,0.31358367,0.22543313,0.1,4,0.37442893,0.21216598,2,0.35687822,0.12767261,2,0.3919796,0.27266201,1,0.2
F_0038,42,0,0,50,51,2,1.0810715,0.34732962,0.73374188,3,0.95226735,0.33705524,0.1,3,0.95226735,0.33705524,1,1.4284011,0,2,0.71420056,0.71446782,0,0
F_0039,43,0,0,50,50,1,0.42679298,0,0.42679298,2,0.42679298,0,0.1,2,0.42679298,0,1,0.42679298,0,1,0.42679298,0,0,0
F_0040,44,0,0,25,41,17,0.74825555,0.30957156,0.52443659,18,0.25957191,0.26730275,0.1,10,0.43652979,0.23879309,4,0.58362043,0.23853183,6,0.33846936,0.30522895,8,0.44444445
F_0041,45,0,0,23,59,37,1.9420061,0.57643199,2.1635208,37,0.33939469,0.27690718,0.1,32,0.38390732,0.27192777,16,0.45018381,0.3042925,16,0.31763071,0.25314152,5,0.13513513
F_0042,46,0,0,49,50,2,1.0089622,0.0015956163,1.0105578,3,0.67370516,0.47412676,0.1,2,1.0089622,0.0015956163,1,1.0073665,0,1,1.0105578,0.0031912327,1,0.33333334
F_0043,47,0,0,15,48,34,1.6663904,0.47916147,0.97583115,35,0.32385388,0.41764355,0.1,21,0.504022,0.45719475,9,0.58489078,0.59767395,12,0.44337043,0.33065286,14,0.40000001
F_0044,48,0,0,49,50,2,1.1032643,0.06745249,1.0358119,3,0.78047794,0.45979932,0.1,3,0.78047794,0.45979932,1,1.1707169,0,2,0.58535844,0.73861545,0,0
F_0045,49,0,0,18,18,1,0.66367543,0,0.66367543,2,0.66367543,0,0.1,2,0.66367543,0,1,0.66367543,0,1,0.66367543,0,0,0
F_0046,50,0,0,48,59,12,1.537547,0.23739308,1.4465159,12,0.32259217,0.33423221,0.1,8,0.46346602,0.32766694,5,0.49908662,0.37661201,3,0.40409827,0.23086254,4,0.33333334
F_0047,51,0,0,3,3,1,2.1660171,0,2.1660171,2,2.1660171,0,0.1,2,2.1660171,0,1,2.1660171,0,1,2.1660171,0,0,0
F_0048,52,0,0,48,59,12,1.2261776,0.35082921,2.0703881,12,0.37229407,0.40714619,0.1,9,0.48936498,0.40757996,4,0.80796289,0.42879382,5,0.2344867,0.57847691,3,0.25
F_0049,53,0,0,0,0,1,0.72600734,0,0.72600734,1,0.72600734,0,0.1,1,0.72600734,0,0,nan,nan,1,0.72600734,nan,0,0
F_0050,54,0,0,0,3,4,0.74744606,0.17501657,0.96435845,4,0.45650005,0.33159378,0.1,3,0.59107727,0.27232668,1,0.48652557,0,2,0.6433531,0.35726643,1,0.25
F_0051,55,0,0,53,57,5,1.3673557,0.18633154,1.0835011,6,0.54856646,0.4474979,0.1,5,0.64330178,0.43180618,3,0.54856646,0.47862622,2,0.78540474,0.38072801,1,0.16666667
F_0052,56,0,0,0,6,7,1.0394874,0.21857992,1.0104283,7,0.42255434,0.28656048,0.1,6,0.48337996,0.26439512,3,0.3569735,0.16233999,3,0.60978639,0.38132986,1,0.14285715
F_0053,57,0,0,38,38,1,0.84962267,0,0.84962267,2,0.84962267,0,0.1,2,0.84962267,0,1,0.84962267,0,1,0.84962267,0,0,0
F_0054,58,0,0,12,12,1,0.48491421,0,0.48491421,2,0.48491421,0,0.1,2,0.48491421,0,1,0.48491421,0,1,0.48491421,0,0,0
F_0055,59,0,0,10,10,1,1.1484858,0,1.1484858,2,1.1484858,0,0.1,2,1.1484858,0,1,1.1484858,0,1,1.1484858,0,0,0
F_0056,60,0,0,0,10,11,1.3255965,0.30970979,1.0898941,11,0.28934216,0.31624815,0.1,6,0.4945116,0.2995339,1,0.54456508,0,5,0.48450094,0.33267263,5,0.45454547
F_0057,61,0,0,0,9,10,1.3687748,0.29101169,0.80741554,10,0.34003764,0.27600107,0.1,6,0.53079164,0.18896298,2,0.44918478,0.024107337,4,0.57159507,0.25151435,4,0.40000001
F_0058,62,0,0,24,27,4,1.1745706,0.2604402,1.5471277,5,0.70370603,0.46851432,0.1,5,0.70370603,0.46851432,3,0.58642167,0.18552765,2,0.87963253,0.72905588,0,0
F_0059,63,0,0,4,8,5,1.7534971,0.25116876,1.5863028,6,0.74478006,0.85902274,0.1,4,1.1171455,0.83121115,1,2.2343385,0,3,0.74474794,1.6079104,2,0.33333334
F_0060,64,0,0,24,26,3,1.0611795,0.25639018,0.70512372,4,0.64927721,0.42914531,0.1,4,0.64927721,0.42914531,1,1.2985544,0,3,0.43285146,0.8986854,0,0
F_0061,65,0,0,55,55,1,0.58173776,0,0.58173776,2,0.58173776,0,0.1,2,0.58173776,0,1,0.58173776,0,1,0.58173776,0,0,0
F_0062,66,0,0,18,37,20,1.3638209,0.27681726,1.3495631,21,0.34461036,0.33767053,0.1,16,0.43691105,0.33727998,8,0.43007219,0.30692837,8,0.44374996,0.36524522,5,0.23809524
F_0063,67,0,0,4,4,1,1.6841806,0,1.6841806,2,1.6841806,0,0.1,2,1.6841806,0,1,1.6841806,0,1,1.6841806,0,0,0
F_0064,68,0,0,4,4,1,1.2649077,0,1.2649077,2,1.2649077,0,0.1,2,1.2649077,0,1,1.2649077,0,1,1.2649077,0,0,0
F_0065,69,0,0,53,56,4,1.3361993,0.26392508,0.88006604,5,0.60296756,0.55986512,0.1,3,0.98928422,0.38626617,1,1.5074189,0,2,0.73021698,0.79151595,2,0.40000001
F_0066,70,0,0,0,4,5,1.0161011,0.063846841,0.96015382,5,0.2501494,0.35866463,0.1,2,0.56394875,0.3962051,0,nan,nan,2,0.56394875,nan,3,0.60000002
F_0067,71,0,0,0,5,6,1.2883501,0.1693646,1.3001533,6,0.37627485,0.44836777,0.1,3,0.71298999,0.41857654,1,0.48451507,0,2,0.82722735,0.58404678,3,0.5
F_0068,72,0,0,33,36,4,0.61533523,0.072065815,0.53936827,5,0.29357699,0.22756808,0.1,4,0.3542141,0.21528989,2,0.36697122,0.23066232,2,0.34145698,0.19954912,1,0.2
F_0069,73,0,0,19,23,5,0.94158542,0.19775096,1.2671183,6,0.53051668,0.43381089,0.1,6,0.53051668,0.43381089,3,0.53051668,0.3239564,3,0.53051668,0.5209952,0,0
F_0070,74,0,0,51,53,3,0.65844327,0.17788699,0.40992042,4,0.40825617,0.24087241,0.1,3,0.5218032,0.16058543,1,0.74889714,0,2,0.40825617,0.34064505,1,0.25
F_0071,75,0,0,0,34,35,1.8731731,0.6821776,1.2506239,35,0.42848375,0.34032744,0.1,27,0.53883427,0.31081602,12,0.57429272,0.32506657,15,0.51046765,0.30268866,8,0.22857143
F_0072,76,0,0,31,39,9,1.2368633,0.4158096,1.0012579,10,0.45345193,0.32867336,0.1,8,0.56674176,0.266195,4,0.5668149,0.24283278,4,0.56666863,0.28766614,2,0.2
F_0073,77,0,0,10,59,50,1.8444619,0.442193,2.0851934,50,0.35563466,0.34244648,0.1,38,0.45023185,0.34178069,18,0.54346913,0.38624629,20,0.36631829,0.32279441,12,0.23999999
F_0074,78,0,0,6,6,1,0.73995143,0,0.73995143,2,0.73995143,0,0.1,2,0.73995143,0,1,0.73995143,0,1,0.73995143,0,0,0
F_0075,79,0,0,0,14,15,1.5508533,0.44042924,2.0479937,15,0.55705428,0.56355745,0.1,11,0.75280452,0.5378713,5,0.72547174,0.41861877,6,0.77558184,0.62107044,4,0.26666668
F_0076,80,0,0,7,8,2,0.83637398,0.16210425,0.99847823,3,0.66565216,0.27533689,0.1,3,0.66565216,0.27533689,2,0.49923912,0.17503062,1,0.99847823,0.49923912,0,0
F_0077,81,0,0,52,54,3,0.47652563,0.13473524,0.58173436,4,0.29086718,0.19881807,0.1,3,0.38107908,0.14195806,2,0.28075144,0.0055881143,1,0.58173436,0.30098292,1,0.25
F_0078,82,0,0,8,8,1,0.57048476,0,0.57048476,2,0.57048476,0,0.1,2,0.57048476,0,1,0.57048476,0,1,0.57048476,0,0,0
F_0079,83,0,0,0,6,7,1.0470396,0.030289982,1.0211921,7,0.17808826,0.34486121,0.1,1,1.0211921,0,0,nan,nan,1,1.0211921,nan,6,0.85714287
F_0080,84,0,0,38,39,2,0.92706108,0.46235386,0.4647072,3,0.92627662,0.37751198,0.1,3,0.92627662,0.37751198,1,1.3894149,0,2,0.69470745,0.73179138,0,0
F_0081,85,0,0,53,53,1,1.696322,0,1.696322,2,1.696322,0,0.1,2,1.696322,0,1,1.696322,0,1,1.696322,0,0,0
F_0082,86,0,0,1,1,1,0.56600416,0,0.56600416,2,0.56600416,0,0.1,2,0.56600416,0,1,0.56600416,0,1,0.56600416,0,0,0
F_0083,87,0,0,41,42,2,0.42620388,0.060838193,0.36536568,3,0.32469472,0.15190703,0.1,3,0.32469472,0.15190703,1,0.48704207,0,2,0.24352103,0.27230242,0,0
F_0084,88,0,0,53,53,1,0.63798416,0,0.63798416,2,0.63798416,0,0.1,2,0.63798416,0,1,0.63798416,0,1,0.63798416,0,0,0
F_0085,89,0,0,42,42,1,0.80452371,0,0.80452371,2,0.80452371,0,0.1,2,0.80452371,0,1,0.80452371,0,1,0.80452371,0,0,0
F_0086,90,0,0,59,59,1,0.67196,0,0.67196,1,0.67196,0,0.1,1,0.67196,0,1,0.67196,0,0,nan,nan,0,0
F_0087,91,0,0,0,8,9,1.3886855,0.35547176,1.1692226,9,0.45504433,0.31548026,0.1,9,0.45504433,0.31548026,4,0.27685255,0.050006185,5,0.59759772,0.48404923,0,0
F_0088,92,0,0,59,59,1,0.52580565,0,0.52580565,1,0.52580565,0,0.1,1,0.52580565,0,1,0.52580565,0,0,nan,nan,0,0
F_0089,93,0,0,8,8,1,0.83891577,0,0.83891577,2,0.83891577,0,0.1,2,0.83891577,0,1,0.83891577,0,1,0.83891577,0,0,0
F_0090,94,0,0,27,33,7,1.0798311,0.16073085,1.0000685,8,0.3527081,0.37690538,0.1,5,0.52943218,0.37932032,2,0.7054162,0.22048879,3,0.41210949,0.50893372,3,375
F_0091,95,0,0,8,12,5,1.024605,0.19257569,1.2754214,6,0.48406553,0.46020052,0.1,5,0.57003576,0.45803511,3,0.465994,0.34846517,2,0.7260983,0.60779119,1,0.16666667
F_0092,96,0,0,58,59,2,1.0952919,0.035558343,1.1308502,2,0.5654251,0.49430841,0.1,1,1.0597335,0,1,1.0597335,0,0,nan,nan,1,0.5
F_0093,97,0,0,25,29,5,1.1513027,0.033694219,1.1295075,6,0.40618348,0.54273915,0.1,2,1.1724299,0.042922378,1,1.2153523,0,1,1.1295075,0.085844755,4,0.66666669
F_0094,98,0,0,7,11,5,1.3256767,0.39863467,0.89533317,6,0.65244681,0.17914543,0.1,6,0.65244681,0.17914543,3,0.65244681,0.18300295,3,0.65244681,0.175203,0,0
F_0095,99,0,0,58,58,1,0.60220879,0,0.60220879,2,0.60220879,0,0.1,2,0.60220879,0,1,0.60220879,0,1,0.60220879,0,0,0
F_0096,100,0,0,36,59,24,1.2014261,0.32770938,1.6589919,24,0.28798482,0.2341062,0.1,16,0.40912747,0.19395851,10,0.42474025,0.22559987,6,0.38310614,0.12706004,8,0.33333334
F_0097,101,0,0,23,30,8,1.5917466,0.19965298,1.5364987,9,0.52627158,0.56162846,0.1,8,0.58774364,0.5664323,4,0.59205556,0.5772438,4,0.58343172,0.55544388,1,0.11111111
F_0098,102,0,0,42,42,1,1.0237621,0,1.0237621,2,1.0237621,0,0.1,2,1.0237621,0,1,1.0237621,0,1,1.0237621,0,0,0
F_0099,103,0,0,58,58,1,0.75675631,0,0.75675631,2,0.75675631,0,0.1,2,0.75675631,0,1,0.75675631,0,1,0.75675631,0,0,0
F_0100,104,0,0,42,42,1,0.38471901,0,0.38471901,2,0.38471901,0,0.1,2,0.38471901,0,1,0.38471901,0,1,0.38471901,0,0,0
F_0101,105,0,0,28,28,1,0.64351583,0,0.64351583,2,0.64351583,0,0.1,2,0.64351583,0,1,0.64351583,0,1,0.64351583,0,0,0
F_0102,106,0,0,8,20,13,1.2433686,0.23581949,0.96731454,14,0.33099195,0.38200232,0.1,9,0.48945659,0.39514479,4,0.53933626,0.47570133,5,0.44955286,0.32325825,5,0.35714287
F_0103,107,0,0,16,16,1,0.73430926,0,0.73430926,2,0.73430926,0,0.1,2,0.73430926,0,1,0.73430926,0,1,0.73430926,0,0,0
F_0104,108,0,0,34,41,8,0.77326316,0.258111,1.2996088,9,0.34355778,0.38862363,0.1,7,0.43454534,0.39593843,4,0.37395182,0.18726647,3,0.51533669,0.5723626,2,0.22222222
F_0105,109,0,0,51,59,9,1.1131743,0.14386953,1.3451191,9,0.25434524,0.26638451,0.1,7,0.31597134,0.27199328,5,0.36342263,0.30321467,2,0.19734314,0.19226024,2,0.22222222
F_0106,110,0,0,49,59,11,1.4336985,0.35990122,0.74071997,11,0.54799676,0.34858558,0.1,10,0.59876055,0.32452503,5,0.67686838,0.42388237,5,0.52065265,0.20774591,1,0.090909094
F_0107,111,0,0,6,6,1,0.99147332,0,0.99147332,2,0.99147332,0,0.1,2,0.99147332,0,1,0.99147332,0,1,0.99147332,0,0,0
F_0108,112,0,0,0,13,14,1.3317136,0.23560907,1.6024255,14,0.33299595,0.38457537,0.1,11,0.40865043,0.40169799,5,0.31254116,0.15181872,6,0.48874152,0.54180813,3,0.21428572
F_0109,113,0,0,39,40,2,0.58648276,0.11601999,0.70250279,3,0.46833518,0.19207153,0.1,3,0.46833518,0.19207153,2,0.35125139,0.11921141,1,0.70250279,0.35125139,0,0
F_0110,114,0,0,40,41,2,0.36023146,0.064591318,0.42482278,3,0.28321519,0.12101393,0.1,3,0.28321519,0.12101393,2,0.21241139,0.083228752,1,0.42482278,0.21241139,0,0
F_0111,115,0,0,40,40,1,0.5087136,0,0.5087136,2,0.5087136,0,0.1,2,0.5087136,0,1,0.5087136,0,1,0.5087136,0,0,0
F_0112,116,0,0,55,56,2,0.5066421,0.096328855,0.60297096,3,0.40198064,0.16761327,0.1,3,0.40198064,0.16761327,2,0.30148548,0.10882777,1,0.60297096,0.30148548,0,0
F_0113,117,0,0,24,25,2,0.86952662,0.034952968,0.83457363,3,0.6029864,0.37802362,0.1,2,0.86952662,0.034952968,1,0.90447956,0,1,0.83457363,0.069905937,1,0.33333334
F_0114,118,0,0,7,7,1,1.175698,0,1.175698,2,1.175698,0,0.1,2,1.175698,0,1,1.175698,0,1,1.175698,0,0,0
F_0115,119,0,0,58,58,1,0.60386848,0,0.60386848,2,0.60386848,0,0.1,2,0.60386848,0,1,0.60386848,0,1,0.60386848,0,0,0
F_0116,120,0,0,39,43,5,1.2521254,0.1704808,1.1768167,6,0.52047634,0.45040736,0.1,4,0.76248753,0.35842589,2,0.78071451,0.26299989,2,0.74426055,0.43408954,2,0.33333334
F_0117,121,0,0,55,59,5,0.96679181,0.175212,1.2236234,5,0.34355137,0.33551642,0.1,4,0.4150793,0.33931234,3,0.49023005,0.36182863,1,0.18962705,0.300603,1,0.2
F_0118,122,0,0,41,43,3,1.0596763,0.066679046,0.97283781,4,0.56746513,0.48993731,0.1,2,1.053884,0.081046224,1,1.1349303,0,1,0.97283781,0.16209245,2,0.5
F_0119,123,0,0,57,57,1,0.67068344,0,0.67068344,2,0.67068344,0,0.1,2,0.67068344,0,1,0.67068344,0,1,0.67068344,0,0,0
F_0120,124,0,0,41,41,1,0.51956093,0,0.51956093,2,0.51956093,0,0.1,2,0.51956093,0,1,0.51956093,0,1,0.51956093,0,0,0
F_0121,125,0,0,12,51,40,1.0771692,0.41889492,0.56211269,41,0.27539164,0.25473538,0.1,30,0.35891086,0.24966758,16,0.33694854,0.2896162,14,0.38401064,0.19684052,11,0.2682927
F_0122,126,0,0,43,53,11,1.1647677,0.36302316,0.58515954,12,0.51411694,0.29626691,0.1,11,0.55605185,0.27322358,5,0.60637367,0.19950345,6,0.51411694,0.32914269,1,0.083333336
F_0123,127,0,0,46,46,1,0.67454994,0,0.67454994,2,0.67454994,0,0.1,2,0.67454994,0,1,0.67454994,0,1,0.67454994,0,0,0
F_0124,128,0,0,15,15,1,1.6765312,0,1.6765312,2,1.6765312,0,0.1,2,1.6765312,0,1,1.6765312,0,1,1.6765312,0,0,0
F_0125,129,0,0,36,37,2,0.57749224,0.1036965,0.6811887,3,0.45412579,0.19392571,0.1,3,0.45412579,0.19392571,2,0.34059435,0.13320136,1,0.6811887,0.34059435,0,0
F_0126,130,0,0,9,10,2,0.98449671,0.12768933,0.85680741,3,0.7414574,0.35917401,0.1,3,0.7414574,0.35917401,1,1.1121861,0,2,0.55609304,0.63219351,0,0
F_0127,131,0,0,28,31,4,1.0710273,0.039747477,1.0210313,5,0.44947013,0.50965834,0.1,2,1.0723534,0.051322043,1,1.1236753,0,1,1.0210313,0.10264409,3,0.60000002
F_0128,132,0,0,51,51,1,1.3836535,0,1.3836535,2,1.3836535,0,0.1,2,1.3836535,0,1,1.3836535,0,1,1.3836535,0,0,0
