"Filopodia Name","Filopodia ID",Bulbous,"Bulbous (%)","Start Time Step","End Time Step","Life Time [min]","Length (mean) [mum]","Length (std) [mum]","Final Length [mum]","Total Events","Total Speed (mean)[mum]","Total Speed (std)[mum]","Filter = 0.10","Filtered Total Events","Filtered Total Speed (mean)[mum]","Filtered Total Speed (std) [mum]","Filtered Extension Events","Filtered Extension Speed (mean) [mum]","Filtered Extension Speed (std) [mum]","Filtered Retraction Events","Filtered Retraction Speed (mean) [mum]","Filtered Retraction Speed (std)[mum]",Static,"Static (%)"
F_0026,30,0,0,26,28,3,0.70835996,0.091380529,0.62196851,4,0.41739511,0.2289259,"",4,0.41739511,0.2289259,2,0.41739511,0.25092602,2,0.41739511,0.20457339,0,0
F_0027,31,0,0,51,52,2,1.0548755,0.063217878,0.99165761,3,0.7453956,0.44070393,"",3,0.7453956,0.44070393,1,1.1180934,0,2,0.55904669,0.70688432,0,0
F_0028,32,0,0,26,26,1,0.87057984,0,0.87057984,2,0.87057984,0,"",2,0.87057984,0,1,0.87057984,0,1,0.87057984,0,0,0
F_0029,33,0,0,22,30,9,0.69643378,0.26350415,0.46378106,10,0.35709688,0.27901539,"",7,0.50349575,0.19924581,4,0.44424081,0.20283328,3,0.58250231,0.21440221,3,0.30000001
F_0030,34,0,0,25,59,35,2.5043271,0.8599003,1.9896677,35,0.35729429,0.31238711,"",25,0.48267281,0.28504494,13,0.54219729,0.28270543,12,0.41818801,0.30011851,10,0.2857143
F_0031,35,0,0,20,31,12,1.5198116,0.3007926,1.4252747,13,0.47013775,0.51334369,"",9,0.66396987,0.50827527,4,0.74932015,0.51399779,5,0.59568959,0.51650375,4,0.30769232
F_0032,36,0,0,46,46,1,1.0608861,0,1.0608861,2,1.0608861,0,"",2,1.0608861,0,1,1.0608861,0,1,1.0608861,0,0,0
F_0033,37,0,0,21,22,2,0.75203556,0.0098416805,0.76187724,3,0.50791818,0.34532765,"",2,0.75203556,0.0098416805,1,0.74219388,0,1,0.76187724,0.019683361,1,0.33333334
F_0034,38,0,0,19,22,4,1.0696359,0.12618609,1.0182316,5,0.57230222,0.39550841,"",5,0.57230222,0.39550841,2,0.71537781,0.36851725,3,0.47691855,0.45198736,0,0
F_0035,39,0,0,23,23,1,0.92963892,0,0.92963892,2,0.92963892,0,"",2,0.92963892,0,1,0.92963892,0,1,0.92963892,0,0,0
F_0036,40,0,0,15,59,45,2.2796543,0.55342668,3.2747028,45,0.37008387,0.32210273,"",34,0.47604162,0.30173787,20,0.48214048,0.3348999,14,0.46732906,0.24693279,11,0.24444444
F_0037,41,0,0,0,4,5,1.2022111,0.34120414,1.2215177,5,0.56225771,0.38963711,"",4,0.69733977,0.31390366,1,0.62625092,0,3,0.72103614,0.37164345,1,0.2
F_0038,42,0,0,31,31,1,0.9843576,0,0.9843576,2,0.9843576,0,"",2,0.9843576,0,1,0.9843576,0,1,0.9843576,0,0,0
F_0039,43,0,0,26,40,15,1.180734,0.19377293,1.020638,16,0.29746783,0.29232609,"",10,0.45383376,0.26596919,5,0.45870465,0.23966627,5,0.44896287,0.28997713,6,0.375
F_0040,44,0,0,0,4,5,0.65720725,0.21599534,0.38603967,5,0.30864248,0.068724036,"",5,0.30864248,0.068724036,2,0.25877476,0.069501638,3,0.34188762,0.093786925,0,0
F_0041,45,0,0,3,3,1,0.67265809,0,0.67265809,2,0.67265809,0,"",2,0.67265809,0,1,0.67265809,0,1,0.67265809,0,0,0
F_0042,46,0,0,2,2,1,0.50932437,0,0.50932437,2,0.50932437,0,"",2,0.50932437,0,1,0.50932437,0,1,0.50932437,0,0,0
F_0043,47,0,0,30,31,2,0.94164485,0.03028363,0.97192848,3,0.64795232,0.41607931,"",2,0.94164485,0.03028363,1,0.91136122,0,1,0.97192848,0.06056726,1,0.33333334
F_0044,48,0,0,56,58,3,1.8245363,0.21704897,1.7193565,4,1.1094147,0.83881754,"",3,1.4485641,0.69142169,1,2.1268628,0,2,1.1094147,1.1862671,1,0.25
F_0045,49,0,0,31,31,1,1.162814,0,1.162814,2,1.162814,0,"",2,1.162814,0,1,1.162814,0,1,1.162814,0,0,0
F_0046,50,0,0,55,56,2,1.3743396,0.29191589,1.0824237,3,1.110837,0.44235414,"",3,1.110837,0.44235414,1,1.6662555,0,2,0.83312774,0.86962652,0,0
F_0047,51,0,0,0,7,8,0.85530102,0.2392842,1.1371038,8,0.33330488,0.36289269,"",6,0.43904158,0.36173826,4,0.20533031,0.076299533,2,0.90646416,0.73809439,2,0.25
F_0048,52,0,0,3,5,3,0.86242968,0.14773394,0.74417394,4,0.5353604,0.40112028,"",3,0.70440704,0.31658,1,1.0707208,0,2,0.52125013,0.59296966,1,0.25
F_0049,53,0,0,1,3,3,0.52439207,0.084197596,0.48792928,4,0.34213135,0.2350044,"",3,0.44168428,0.18437172,1,0.64079016,0,2,0.34213135,0.33234641,1,0.25
F_0050,54,0,0,32,53,22,2.0302331,0.52934486,2.4465883,23,0.40621385,0.52500439,"",16,0.55913758,0.56507611,8,0.55194926,0.32937467,8,0.56632602,0.72817415,7,0.30434781
F_0051,55,0,0,33,33,1,1.4689691,0,1.4689691,2,1.4689691,0,"",2,1.4689691,0,1,1.4689691,0,1,1.4689691,0,0,0
F_0052,56,0,0,52,53,2,1.6446413,0.25939143,1.9040327,3,1.2693552,0.57143271,"",3,1.2693552,0.57143271,2,0.95201635,0.4332335,1,1.9040327,0.95201635,0,0
F_0053,57,0,0,0,2,3,0.94079524,0.29600069,1.3563889,3,0.67440289,0.52256829,"",2,0.96817505,0.38821384,1,0.57996124,0,1,1.3563889,0.77642769,1,0.33333334
F_0054,58,0,0,28,28,1,0.56038249,0,0.56038249,2,0.56038249,0,"",2,0.56038249,0,1,0.56038249,0,1,0.56038249,0,0,0
F_0055,59,0,0,0,7,8,1.1297768,0.31759873,0.56774151,8,0.27608317,0.24325833,"",6,0.34912977,0.2396338,3,0.15753861,0.029243089,3,0.540721,0.43290636,2,0.25
F_0056,60,0,0,28,28,1,0.41273665,0,0.41273665,2,0.41273665,0,"",2,0.41273665,0,1,0.41273665,0,1,0.41273665,0,0,0
F_0057,61,0,0,0,1,2,0.76321065,0.12675324,0.63645744,2,0.44498196,0.19147548,"",2,0.44498196,0.19147548,0,nan,nan,2,0.44498196,nan,0,0
F_0058,62,0,0,52,52,1,1.5607382,0,1.5607382,2,1.5607382,0,"",2,1.5607382,0,1,1.5607382,0,1,1.5607382,0,0,0
F_0059,63,0,0,27,27,1,0.74191797,0,0.74191797,2,0.74191797,0,"",2,0.74191797,0,1,0.74191797,0,1,0.74191797,0,0,0
F_0060,64,0,0,0,0,1,0.49600971,0,0.49600971,1,0.49600971,0,"",1,0.49600971,0,0,nan,nan,1,0.49600971,nan,0,0
F_0061,65,0,0,0,0,1,0.63253772,0,0.63253772,1,0.63253772,0,"",1,0.63253772,0,0,nan,nan,1,0.63253772,nan,0,0
F_0062,66,0,0,0,0,1,0.56870258,0,0.56870258,1,0.56870258,0,"",1,0.56870258,0,0,nan,nan,1,0.56870258,nan,0,0
F_0063,67,0,0,54,54,1,1.0431243,0,1.0431243,2,1.0431243,0,"",2,1.0431243,0,1,1.0431243,0,1,1.0431243,0,0,0
F_0064,68,0,0,54,59,6,0.91644484,0.1428875,0.93041956,6,0.22956745,0.21305726,"",3,0.39730024,0.1812984,2,0.48651659,0.1594522,1,0.2188676,0.26764899,3,0.5
F_0065,69,0,0,0,6,7,0.75922775,0.16078091,0.79543412,7,0.32369846,0.23661971,"",7,0.32369846,0.23661971,3,0.26905265,0.18631084,4,0.36468279,0.27779949,0,0
F_0066,70,0,0,0,4,5,0.90908134,0.22275977,1.0148027,5,0.43578252,0.37427607,"",3,0.70905328,0.21624283,1,0.55075526,0,2,0.78820229,0.3282207,2,0.40000001
F_0067,71,0,0,18,34,17,0.8393482,0.25082481,0.91870111,18,0.2959491,0.21936372,"",16,0.32274961,0.21827188,8,0.3246358,0.19119908,8,0.32086346,0.24235357,2,0.11111111
F_0068,72,0,0,2,4,3,0.96540385,0.10027067,0.8865943,4,0.55345112,0.45497301,"",3,0.73256129,0.38429004,1,1.1069022,0,2,0.54539073,0.65705025,1,0.25
F_0069,73,0,0,0,1,2,1.1865879,0.082207084,1.1043808,2,0.63439751,0.46998334,"",2,0.63439751,0.46998334,0,nan,nan,2,0.63439751,nan,0,0
F_0070,74,0,0,52,53,2,0.82875931,0.055608362,0.88436764,3,0.58957845,0.34128654,"",3,0.58957845,0.34128654,2,0.44218382,0.3309671,1,0.88436764,0.44218382,0,0
F_0071,75,0,0,1,2,2,0.65157616,0.019988805,0.671565,3,0.44771001,0.28877193,"",2,0.65157616,0.019988805,1,0.63158739,0,1,0.671565,0.03997761,1,0.33333334
F_0072,76,0,0,1,1,1,1.0378039,0,1.0378039,2,1.0378039,0,"",2,1.0378039,0,1,1.0378039,0,1,1.0378039,0,0,0
F_0073,77,0,0,0,59,60,6.9401603,0.40389889,6.4009452,59,0.19144326,0.16150546,"",40,0.26354545,0.14784048,20,0.24924883,0.14127842,20,0.27784207,0.15544392,19,0.32203391
F_0074,78,0,0,9,9,1,1.5347161,0,1.5347161,2,1.5347161,0,"",2,1.5347161,0,1,1.5347161,0,1,1.5347161,0,0,0
F_0075,79,0,0,9,10,2,0.92990971,0.036729485,0.89318019,3,0.64442611,0.40484703,"",2,0.92990971,0.036729485,1,0.96663916,0,1,0.89318019,0.07345897,1,0.33333334
F_0076,80,0,0,59,59,1,1.2028056,0,1.2028056,1,1.2028056,0,"",1,1.2028056,0,1,1.2028056,0,0,nan,nan,0,0
F_0077,81,0,0,8,12,5,0.73476422,0.13114859,0.80287546,6,0.31504676,0.25897652,"",5,0.36852461,0.25164124,3,0.29916093,0.14413933,2,0.47257009,0.37305814,1,0.16666667
F_0078,82,0,0,38,38,1,1.5369467,0,1.5369467,2,1.5369467,0,"",2,1.5369467,0,1,1.5369467,0,1,1.5369467,0,0,0
F_0079,83,0,0,7,8,2,0.49446744,0.016712844,0.47775459,3,0.34078684,0.21776514,"",2,0.49446744,0.016712844,1,0.51118028,0,1,0.47775459,0.033425689,1,0.33333334
F_0080,84,0,0,5,5,1,1.8068634,0,1.8068634,2,1.8068634,0,"",2,1.8068634,0,1,1.8068634,0,1,1.8068634,0,0,0
F_0081,85,0,0,36,37,2,0.6803385,0.084061056,0.59627748,3,0.50959975,0.25102654,"",3,0.50959975,0.25102654,1,0.76439959,0,2,0.38219979,0.43807071,0,0
F_0082,86,0,0,9,9,1,0.88827646,0,0.88827646,2,0.88827646,0,"",2,0.88827646,0,1,0.88827646,0,1,0.88827646,0,0,0
F_0083,87,0,0,7,14,8,0.80299234,0.16905041,0.89230973,9,0.35911933,0.31672356,"",8,0.40370443,0.30815998,4,0.40400928,0.31324437,4,0.40339965,0.30299056,1,0.11111111
F_0084,88,0,0,10,12,3,1.2546061,0.024020057,1.2375543,4,0.64428777,0.61930001,"",2,1.2630649,0.025510609,1,1.2885755,0,1,1.2375543,0.051021218,2,0.5
F_0085,89,0,0,11,11,1,0.57713675,0,0.57713675,2,0.57713675,0,"",2,0.57713675,0,1,0.57713675,0,1,0.57713675,0,0,0
F_0086,90,0,0,55,56,2,0.53212255,0.11634742,0.41577515,3,0.43231332,0.17014185,"",3,0.43231332,0.17014185,1,0.64846998,0,2,0.32423499,0.33690938,0,0
F_0087,91,0,0,53,59,7,1.2629632,0.38570774,1.5499216,7,0.50481975,0.38576144,"",6,0.57762975,0.3694655,4,0.61846757,0.35618204,2,0.49595404,0.40098146,1,0.14285715
F_0088,92,0,0,23,59,37,2.234143,0.59308159,1.6851149,37,0.38266268,0.27429959,"",34,0.41226211,0.26648119,17,0.45858628,0.27926129,17,0.36593801,0.26139897,3,0.081081077
F_0089,93,0,0,36,36,1,0.43537694,0,0.43537694,2,0.43537694,0,"",2,0.43537694,0,1,0.43537694,0,1,0.43537694,0,0,0
F_0090,94,0,0,59,59,1,0.66054595,0,0.66054595,1,0.66054595,0,"",1,0.66054595,0,1,0.66054595,0,0,nan,nan,0,0
F_0091,95,0,0,56,59,4,0.76294899,0.15006803,1.0036443,4,0.33102271,0.28157118,"",2,0.5819338,0.18069738,2,0.5819338,0.18069738,0,nan,nan,2,0.5
F_0092,96,0,0,57,58,2,1.0521476,0.31892404,1.3710717,3,0.91404778,0.32550195,"",3,0.91404778,0.32550195,2,0.68553585,0.047687769,1,1.3710717,0.68553585,0,0
F_0093,97,0,0,2,11,10,0.81427586,0.16221663,1.0900986,11,0.29177335,0.31948489,"",9,0.35454422,0.32104868,5,0.32095069,0.23313351,4,0.39653617,0.40805969,2,0.18181819
F_0094,98,0,0,5,6,2,0.40070984,0.017009884,0.41771972,3,0.27847981,0.17341641,"",2,0.40070984,0.017009884,1,0.38369995,0,1,0.41771972,0.034019768,1,0.33333334
F_0095,99,0,0,5,6,2,0.5717442,0.011223942,0.58296812,3,0.38864541,0.25910288,"",2,0.5717442,0.011223942,1,0.56052023,0,1,0.58296812,0.022447884,1,0.33333334
F_0096,100,0,0,36,59,24,1.0549411,0.30214673,1.2582783,24,0.28672537,0.28212544,"",16,0.39625168,0.28834707,11,0.35236597,0.26607975,5,0.49280033,0.34127319,8,0.33333334
F_0097,101,0,0,17,17,1,0.87400842,0,0.87400842,2,0.87400842,0,"",2,0.87400842,0,1,0.87400842,0,1,0.87400842,0,0,0
F_0098,102,0,0,40,44,5,0.66200328,0.14766248,0.52368742,6,0.36231145,0.30289343,"",5,0.42644316,0.29226029,2,0.54346716,0.38480505,3,0.34842715,0.25781363,1,0.16666667
F_0099,103,0,0,17,17,1,0.45834565,0,0.45834565,2,0.45834565,0,"",2,0.45834565,0,1,0.45834565,0,1,0.45834565,0,0,0
F_0100,104,0,0,54,55,2,2.1325769,0.038225532,2.1708024,3,1.4472016,0.96976936,"",2,2.1325769,0.038225532,1,2.0943513,0,1,2.1708024,0.076451063,1,0.33333334
F_0101,105,0,0,59,59,1,1.6989578,0,1.6989578,1,1.6989578,0,"",1,1.6989578,0,1,1.6989578,0,0,nan,nan,0,0
F_0102,106,0,0,20,24,5,0.87399733,0.21467437,0.53080761,6,0.37607753,0.22446018,"",5,0.43923253,0.19112173,2,0.53396505,0.23809361,3,0.37607753,0.19504844,1,0.16666667
F_0103,107,0,0,55,59,5,1.2526267,0.22167927,1.0315208,5,0.42010745,0.53522146,"",3,0.66484261,0.57188284,1,1.4600197,0,2,0.26725408,1.1995977,2,0.40000001
F_0104,108,0,0,58,58,1,0.76749426,0,0.76749426,2,0.76749426,0,"",2,0.76749426,0,1,0.76749426,0,1,0.76749426,0,0,0
